,Property_Area,Frequency_of_Powercuts,Traffic_Density_Score,Air_Quality_Index,Neighborhood_Review,Crime_Rate_equivalent,Water_Supply_equivalent,Dust_and_Noise_equivalent,Property_Type_equivalent,Power_Backup_equivalent
14833,879,0.0,6.83,98.0,2.59,10,2.0,20,2,1.0
14834,1534,0.0,7.03,125.0,4.75,50,1.0,20,4,0.0
14835,1381,1.0,6.38,160.0,4.08,50,1.0,20,4,0.0
14836,2165,2.0,4.23,88.0,2.93,40,1.0,20,4,0.0
14837,2154,0.0,4.94,103.0,3.54,40,2.0,20,4,1.0
14838,784,0.0,7.09,122.0,4.76,50,1.0,20,3,0.0
14839,1835,0.0,5.84,101.0,3.53,40,1.0,20,4,0.0
14840,4230,0.0,4.85,80.0,3.88,40,2.0,20,6,0.0
14841,462,0.0,1.69,24.0,4.98,25,1.5,15,1,1.0
14842,241,0.0,5.25,117.0,4.15,40,1.0,20,1,0.0
14843,1908,0.0,5.53,116.0,4.15,40,1.0,20,6,1.0
14844,326,0.0,5.06,100.0,3.54,20,1.0,20,2,0.5
14845,2172,2.0,8.99,180.0,2.73,40,1.0,30,4,0.0
14846,680,0.0,6.13,116.0,4.77,50,1.0,20,2,0.0
14847,1184,0.0,7.77,92.0,2.28,10,2.0,20,3,0.0
14848,330,0.0,6.64,101.0,4.47,50,2.0,20,1,0.0
14849,3910,0.0,7.73,89.0,4.79,50,1.0,20,6,1.0
14850,2822,0.0,5.21,80.0,3.88,40,2.0,20,6,1.0
14851,1485,0.0,5.62,116.0,4.14,40,1.0,20,4,1.0
14852,217,0.0,5.3,100.0,4.17,40,1.0,20,1,0.0
14853,1192,1.0,7.24,160.0,4.08,50,1.0,15,5,0.0
14854,146,0.0,4.74,80.0,3.88,40,2.0,20,2,0.0
14855,1961,0.0,6.68,113.0,4.77,25,1.5,15,1,1.0
14856,495,0.0,6.89,147.0,4.73,50,1.0,20,1,0.0
14857,2175,2.0,3.96,86.0,3.31,50,2.0,10,4,0.0
14858,191,0.0,8.44,126.0,4.37,50,2.0,30,2,1.0
14859,338,0.0,7.44,139.0,3.48,40,2.0,15,1,0.0
14860,115,1.0,3.97,100.0,3.61,25,1.5,15,1,1.0
14861,177,0.0,6.5,156.0,3.46,20,1.0,20,2,1.0
14862,929,0.0,5.62,118.0,4.77,50,1.0,20,2,0.0
14863,1522,0.0,4.1,111.0,3.85,40,2.0,20,4,0.0
14864,733,1.0,6.26,167.0,4.08,25,1.5,15,1,1.0
14865,874,0.0,7.94,86.0,2.6,10,2.0,20,2,1.0
14866,1963,0.0,5.41,118.0,4.46,50,2.0,20,4,1.0
14867,1565,0.0,6.86,82.0,4.81,25,1.5,15,1,1.0
14868,1123,1.0,7.75,157.0,2.83,40,2.0,20,5,0.0
14869,4090,0.0,7.3,128.0,2.86,20,2.0,20,6,0.0
14870,630,0.0,7.93,136.0,4.17,25,1.5,15,1,1.0
14871,446,0.0,6.28,144.0,4.11,40,1.0,20,2,0.0
14872,747,0.0,6.33,124.0,4.13,50,2.0,20,2,0.0
14873,1057,1.0,6.81,88.0,4.17,50,1.0,20,5,0.0
14874,2662,1.0,6.4,84.0,4.18,50,1.0,20,6,0.0
14875,2253,1.0,7.58,127.0,2.86,40,2.0,20,4,0.0
14876,3225,0.0,6.86,144.0,4.73,50,1.0,15,6,0.0
14877,1515,2.0,6.72,168.0,3.45,50,1.0,20,4,0.0
14878,2246,0.0,5.78,93.0,4.17,25,1.5,15,1,1.0
14879,240,0.0,6.7,101.0,2.9,10,1.0,20,2,0.0
14880,455,0.0,5.36,117.0,4.46,50,2.0,20,1,1.0
14881,1808,0.0,5.94,102.0,4.79,25,1.5,15,1,1.0
14882,3499,0.0,5.5,118.0,3.83,40,2.0,20,6,0.0
14883,883,1.0,6.92,154.0,2.52,25,1.5,15,1,1.0
14884,611,0.0,5.54,105.0,4.16,25,1.5,15,1,1.0
14885,1909,2.0,7.0,149.0,3.47,50,1.0,20,6,1.0
14886,1289,0.0,7.99,140.0,4.1,50,2.0,20,4,0.0
14887,1078,1.0,7.74,137.0,3.79,50,2.0,20,5,1.0
14888,984,0.0,6.02,96.0,3.54,20,1.0,20,2,0.0
14889,135,2.0,6.09,165.0,3.14,50,2.0,20,2,1.0
14890,1176,0.0,7.32,85.0,4.8,50,1.0,20,4,0.0
14891,825,0.0,3.89,74.0,4.9,50,1.0,10,2,0.0
14892,162,2.0,3.89,70.0,0.82,10,3.0,10,2,1.0
14893,380,0.0,8.16,136.0,3.41,20,1.0,30,2,0.0
14894,1730,2.0,4.74,91.0,2.93,40,1.0,20,4,0.0
14895,2272,0.0,7.59,81.0,4.49,50,2.0,20,4,1.0
14896,3157,1.0,6.75,149.0,2.21,10,1.0,20,6,1.0
14897,754,0.0,5.94,82.0,2.93,20,2.0,20,2,1.0
14898,1766,1.0,6.22,139.0,3.48,50,2.0,20,4,0.0
14899,920,2.0,6.51,153.0,1.52,10,1.0,30,5,1.0
14900,425,0.0,6.85,153.0,3.78,50,3.0,20,2,1.0
14901,176,0.0,6.54,167.0,4.08,50,2.0,20,2,0.0
14902,1257,1.0,6.64,155.0,4.09,50,1.0,20,5,0.0
14903,936,1.0,5.71,104.0,3.53,40,1.0,20,5,0.0
14904,401,0.0,8.18,123.0,4.37,50,2.0,30,2,0.0
14905,1744,0.0,7.61,108.0,4.77,50,1.0,20,4,0.0
14906,309,2.0,7.52,163.0,3.13,50,2.0,20,2,0.0
14907,651,0.0,5.52,118.0,4.14,50,2.0,20,2,0.0
14908,2243,1.0,4.5,113.0,2.65,20,2.0,10,4,0.0
14909,608,0.0,4.94,81.0,4.51,50,2.0,20,2,0.0
14910,777,2.0,4.81,103.0,1.97,20,2.0,20,5,0.0
14911,239,1.0,6.56,111.0,3.2,25,1.5,15,1,1.0
14912,487,2.0,7.72,127.0,2.55,40,2.0,20,5,0.0
14913,2168,0.0,6.72,131.0,4.12,50,2.0,20,6,1.0
14914,1860,0.0,4.86,102.0,4.17,40,1.0,20,6,0.0
14915,790,0.0,4.32,113.0,4.16,40,1.0,20,2,0.0
14916,959,0.0,7.02,117.0,4.45,25,1.5,15,1,1.0
14917,1027,0.0,4.68,107.0,3.22,20,2.0,20,5,0.0
14918,1446,1.0,6.73,116.0,2.88,20,1.0,20,4,0.0
14919,1463,0.0,7.21,87.0,4.8,50,1.0,20,4,0.0
14920,1172,0.0,5.51,86.0,3.56,40,2.0,20,4,0.0
14921,1159,0.0,7.38,139.0,4.73,50,1.0,20,4,0.0
14922,907,0.0,7.68,104.0,4.77,50,1.0,20,2,1.0
14923,2943,1.0,6.6,130.0,2.87,40,2.0,20,6,0.0
14924,2019,3.0,7.02,92.0,1.97,40,2.0,20,4,0.0
14925,148,0.0,6.21,123.0,2.88,10,1.0,20,2,1.0
14926,1770,0.0,5.94,112.0,3.52,20,1.0,20,4,0.0
14927,1309,0.0,5.75,89.0,4.18,25,1.5,15,1,1.0
14928,149,1.0,4.85,87.0,3.81,50,2.0,30,2,0.0
14929,262,0.0,6.65,99.0,2.9,10,1.0,20,1,0.0
14930,1419,1.0,5.66,89.0,4.18,50,1.0,20,4,0.0
14931,721,1.0,4.84,102.0,3.23,25,1.5,15,1,1.0
14932,336,0.0,7.64,104.0,4.15,50,2.0,20,2,0.0
14933,506,1.0,6.91,166.0,2.51,25,1.5,15,1,1.0
14934,156,0.0,6.4,132.0,4.75,50,1.0,20,2,0.0
14935,1915,1.0,4.83,94.0,3.24,40,2.0,20,4,1.0
14936,829,0.0,5.26,98.0,3.86,40,2.0,20,2,1.0
14937,963,0.0,2.66,10.0,4.99,50,1.0,10,2,0.0
14938,1273,1.0,6.24,82.0,2.93,40,2.0,20,5,0.0
14939,233,1.0,6.81,112.0,4.14,50,1.0,20,1,0.0
14940,1000,0.0,6.89,103.0,3.21,40,3.0,20,5,1.0
14941,2147,0.0,6.96,123.0,4.76,50,1.0,20,6,0.0
14942,995,1.0,6.07,153.0,3.15,50,3.0,20,2,0.0
14943,549,0.0,6.74,84.0,4.81,50,1.0,20,2,0.0
14944,762,0.0,5.08,92.0,4.81,50,1.0,20,2,1.0
14945,514,0.0,6.38,126.0,4.76,50,1.0,20,5,0.0
14946,452,0.0,5.15,113.0,4.15,40,1.0,20,1,1.0
14947,314,0.0,6.11,124.0,4.13,40,1.0,20,1,0.0
14948,2184,0.0,7.38,138.0,1.91,10,3.0,20,4,1.0
14949,2905,0.0,6.6,111.0,3.52,40,2.0,20,6,0.0
14950,760,0.0,5.7,106.0,3.53,40,2.0,20,2,0.0
14951,360,0.0,8.05,147.0,4.34,50,2.0,30,1,1.0
14952,712,0.0,3.87,50.0,3.99,40,2.0,10,5,0.0
14953,1147,0.0,7.09,115.0,4.45,50,2.0,20,4,1.0
14954,1287,0.0,6.76,89.0,3.54,20,1.0,20,4,0.0
14955,1759,0.0,5.19,105.0,3.53,40,2.0,20,4,0.0
14956,3608,1.0,7.63,94.0,3.53,40,1.0,20,6,0.0
14957,1226,0.0,5.24,83.0,4.19,40,1.0,20,4,0.0
14958,528,2.0,5.28,106.0,2.9,40,1.0,20,5,0.0
14959,2015,0.0,6.98,153.0,4.4,50,2.0,20,6,0.5
14960,22764,0.0,4.93,107.0,3.85,25,1.5,15,1,1.0
14961,465,0.0,3.51,93.0,3.31,20,2.0,10,1,0.0
14962,282,0.0,5.79,98.0,4.17,40,1.0,20,2,0.0
14963,774,2.0,7.54,157.0,2.83,50,2.0,20,2,0.0
14964,2215,0.0,7.04,152.0,4.4,25,1.5,15,1,1.0
14965,822,1.0,5.55,102.0,3.22,40,2.0,20,5,0.0
14966,402,1.0,5.99,99.0,3.22,25,1.5,15,1,1.0
14967,1568,0.0,8.01,200.0,4.59,50,1.0,30,4,0.0
14968,199,1.0,5.5,95.0,2.29,20,2.0,20,2,0.0
14969,768,0.0,6.35,112.0,2.89,10,1.0,20,2,0.0
14970,1039,0.0,5.94,93.0,3.23,25,1.5,15,1,1.0
14971,1824,1.0,5.78,92.0,3.86,50,2.0,20,4,0.0
14972,1658,0.0,7.38,169.0,4.07,50,2.0,20,4,0.0
14973,790,0.0,7.99,111.0,4.45,50,2.0,20,5,0.0
14974,720,1.0,6.37,91.0,3.86,50,2.0,20,2,0.0
14975,1968,1.0,6.12,122.0,1.94,10,2.0,20,4,0.0
14976,335,1.0,5.51,112.0,3.52,40,1.0,20,2,1.0
14977,724,1.0,4.81,107.0,4.16,25,1.5,15,1,1.0
14978,265,2.0,7.34,155.0,2.52,50,3.0,20,2,1.0
14979,3224,1.0,6.79,151.0,3.47,50,2.0,20,6,0.0
14980,249,0.0,5.16,82.0,4.19,40,1.0,20,2,0.0
14981,1600,0.0,5.25,82.0,4.5,50,2.0,20,4,0.0
14982,252,0.0,5.86,84.0,4.81,50,1.0,20,2,1.0
14983,251,0.0,5.8,80.0,2.93,25,1.5,15,1,1.0
14984,1828,0.0,7.54,150.0,3.46,40,2.0,20,4,0.0
14985,708,0.0,6.59,97.0,4.48,50,2.0,20,5,0.0
14986,1362,0.0,7.37,146.0,2.84,20,2.0,20,4,0.0
14987,1082,0.0,7.99,101.0,4.78,50,1.0,20,5,0.0
14988,492,1.0,6.33,108.0,2.27,10,1.0,20,5,0.0
14989,461,1.0,6.68,108.0,3.52,40,1.0,20,5,0.0
14990,850,0.0,5.47,120.0,4.14,40,1.0,20,2,0.0
14991,1453,0.0,4.18,114.0,3.53,20,1.0,20,4,1.0
14992,279,0.0,6.69,122.0,3.82,50,3.0,20,2,0.0
14993,2278,1.0,5.92,114.0,3.52,40,1.0,20,4,0.0
14994,2798,3.0,5.04,82.0,2.62,25,1.5,15,1,1.0
14995,503,1.0,6.38,160.0,4.08,50,1.0,20,5,0.0
14996,712,0.0,7.45,82.0,4.8,50,1.0,20,2,1.0
14997,1227,0.0,5.94,100.0,3.22,25,1.5,15,1,1.0
14998,23403,0.0,4.42,83.0,4.19,25,1.5,15,1,1.0
14999,839,0.0,5.64,117.0,3.2,40,3.0,20,2,0.0
15000,1158,3.0,7.55,140.0,2.28,50,2.0,10,5,0.0
15001,1742,1.0,5.81,111.0,3.52,25,1.5,15,1,1.0
15002,828,0.0,7.02,99.0,2.9,25,1.5,15,1,1.0
15003,2006,0.0,8.17,134.0,2.79,10,1.0,30,4,1.0
15004,1244,1.0,7.62,835.0,3.86,25,1.5,15,1,1.0
15005,1854,0.0,7.32,119.0,4.76,50,1.0,20,4,1.0
15006,1751,1.0,7.66,150.0,4.09,25,1.5,15,1,1.0
15007,357,0.0,6.21,131.0,2.87,20,1.0,20,2,1.0
15008,808,0.0,7.19,168.0,4.7,50,1.0,15,2,0.0
15009,815,2.0,7.5,81.0,3.55,50,1.0,20,2,0.0
15010,2003,0.0,5.97,95.0,3.23,20,2.0,20,4,0.0
15011,932,1.0,5.83,97.0,3.85,50,2.0,20,5,0.0
15012,922,0.0,4.69,99.0,2.92,40,2.0,20,2,0.0
15013,3800,0.0,6.24,120.0,3.82,50,3.0,20,6,0.0
15014,941,0.0,7.1,168.0,4.38,50,2.0,20,5,0.0
15015,1890,0.0,6.69,164.0,4.08,50,2.0,20,4,0.0
15016,1107,2.0,6.75,155.0,2.83,50,2.0,15,4,0.0
15017,2279,0.0,5.08,82.0,4.19,40,1.0,20,6,1.0
15018,392,0.0,6.95,138.0,4.11,50,2.0,20,2,0.0
15019,354,0.0,3.36,49.0,3.68,20,1.0,10,2,0.0
15020,1145,0.0,6.59,102.0,4.16,40,1.0,20,5,1.0
15021,1447,1.0,7.23,110.0,3.51,40,1.0,20,4,1.0
15022,1909,1.0,6.81,156.0,3.46,50,2.0,20,4,0.0
15023,1172,0.0,6.46,160.0,4.71,25,1.5,15,1,1.0
15024,527,2.0,6.84,164.0,3.45,25,1.5,15,1,1.0
15025,491,1.0,5.62,111.0,2.58,40,3.0,20,1,0.0
15026,2147,0.0,6.84,81.0,4.18,40,1.0,20,4,0.0
15027,237,0.0,4.27,112.0,4.16,40,1.0,20,2,0.5
15028,1656,0.0,5.41,111.0,4.78,50,1.0,20,4,0.0
15029,447,0.0,6.09,93.0,3.86,50,3.0,20,2,1.0
15030,1271,0.0,7.16,95.0,4.48,50,2.0,20,5,0.0
15031,1676,1.0,6.97,94.0,4.16,50,1.0,20,4,0.0
15032,878,3.0,6.52,169.0,2.19,50,2.0,20,5,0.0
15033,2290,0.0,6.56,170.0,4.39,50,2.0,20,4,1.0
15034,1975,0.0,8.1,200.0,3.33,20,1.0,30,4,1.0
15035,314,0.0,7.81,133.0,2.85,10,1.0,20,2,0.0
15036,1954,0.0,5.15,97.0,4.17,40,1.0,20,4,0.0
15037,1363,0.0,7.58,165.0,4.07,50,2.0,20,4,0.0
15038,110,1.0,5.88,101.0,4.16,50,1.0,20,2,0.0
15039,131,1.0,7.73,127.0,3.8,50,2.0,20,2,0.0
15040,1744,0.0,6.67,96.0,2.59,25,1.5,15,1,1.0
15041,1298,0.0,5.13,110.0,3.21,25,2.0,20,5,0.0
15042,143,1.0,7.59,112.0,3.82,50,2.0,20,2,0.0
15043,2554,1.0,5.54,118.0,2.57,40,3.0,20,6,0.0
15044,663,0.0,5.32,105.0,4.79,50,1.0,20,2,0.0
15045,605,0.0,7.65,127.0,4.43,50,2.0,20,2,0.0
15046,2289,0.0,5.46,99.0,3.23,40,3.0,20,6,0.0
15047,1711,0.0,5.68,92.0,3.23,20,2.0,20,4,0.0
15048,1507,0.0,8.7,158.0,4.01,50,2.0,30,4,0.0
15049,4066,0.0,7.19,166.0,4.7,50,1.0,20,6,0.0
15050,127,0.0,5.16,95.0,4.17,25,1.5,15,1,1.0
15051,455,0.0,5.41,117.0,4.15,50,2.0,20,2,1.0
15052,729,0.0,5.16,96.0,4.8,50,1.0,20,2,0.0
15053,1831,0.0,7.78,133.0,2.23,10,2.0,20,6,0.0
15054,670,1.0,5.89,849.0,4.19,50,1.0,20,2,0.0
15055,490,0.0,4.55,96.0,3.55,20,1.0,20,5,0.0
15056,829,1.0,7.36,89.0,2.29,20,2.0,20,2,0.0
15057,377,1.0,4.63,115.0,2.9,20,1.0,20,1,1.0
15058,568,1.0,6.57,80.0,4.18,50,1.0,20,2,1.0
15059,411,0.0,4.54,95.0,4.81,50,1.0,20,2,0.0
15060,16355,1.0,5.11,116.0,3.21,40,2.0,20,4,0.0
15061,519,0.0,4.93,86.0,3.56,40,2.0,20,2,0.0
15062,1118,0.0,7.01,147.0,4.1,25,1.5,15,1,1.0
15063,2129,0.0,3.99,66.0,4.59,25,1.5,15,1,1.0
15064,1732,0.0,7.45,104.0,2.58,10,2.0,20,4,0.0
15065,1325,3.0,5.59,108.0,1.64,40,2.0,20,4,0.0
15066,1997,0.0,3.95,40.0,3.37,20,2.0,10,4,0.0
15067,237,0.0,7.27,163.0,3.76,40,2.0,20,1,0.0
15068,811,1.0,4.62,95.0,2.29,20,2.0,20,2,1.0
15069,801,0.0,7.73,101.0,4.15,50,2.0,20,2,0.0
15070,672,0.0,3.74,14.0,4.98,50,1.0,10,2,1.0
15071,1446,0.0,6.96,139.0,3.48,40,2.0,20,4,0.0
15072,2245,1.0,7.61,159.0,2.82,25,1.5,15,1,1.0
15073,575,0.0,6.05,87.0,3.86,25,1.5,15,1,1.0
15074,398,0.0,5.32,100.0,4.17,40,1.0,20,1,0.0
15075,929,0.0,6.42,141.0,3.17,20,2.0,20,2,0.0
15076,474,0.0,7.41,139.0,4.73,50,1.0,20,2,0.0
15077,1934,1.0,5.19,87.0,2.62,20,2.0,20,4,0.0
15078,920,2.0,4.16,519.0,2.91,40,1.0,20,5,0.0
15079,839,0.0,6.24,135.0,4.74,50,1.0,20,2,1.0
15080,2204,1.0,6.32,155.0,2.21,20,2.0,20,4,0.0
15081,6394,1.0,4.57,109.0,4.16,50,1.0,20,2,0.0
15082,487,0.0,3.09,18.0,4.97,50,1.0,15,2,0.0
15083,1178,1.0,3.63,8.0,4.04,50,2.0,10,5,0.0
15084,373,0.0,7.97,83.0,4.8,25,1.5,15,1,1.0
15085,3248,0.0,5.36,90.0,4.18,40,1.0,20,6,0.0
15086,438,0.0,6.51,728.0,4.77,50,1.0,20,5,0.0
15087,540,0.0,6.93,109.0,3.83,40,2.0,20,2,0.0
15088,1194,0.0,8.02,153.0,2.45,10,2.0,30,4,1.0
15089,553,3.0,7.33,91.0,1.03,20,2.0,20,2,1.0
15090,355,0.0,6.44,145.0,3.16,20,2.0,20,2,0.0
15091,587,1.0,5.96,102.0,3.53,40,1.0,20,5,0.0
15092,1790,0.0,7.11,86.0,4.17,40,1.0,20,4,0.0
15093,957,1.0,5.28,116.0,3.21,40,2.0,20,2,0.0
15094,2252,0.0,7.09,110.0,4.77,50,1.0,20,4,1.0
15095,2017,0.0,7.05,149.0,4.09,40,1.0,20,4,0.0
15096,802,0.0,7.68,154.0,4.4,25,1.5,15,1,1.0
15097,1164,3.0,4.91,81.0,2.0,25,1.5,15,1,1.0
15098,888,0.0,7.32,127.0,3.49,40,2.0,20,2,0.0
15099,18074,0.0,4.6,104.0,4.17,40,1.0,20,2,0.0
15100,2292,1.0,8.54,123.0,3.74,50,2.0,30,6,1.0
15101,629,1.0,5.99,96.0,1.97,20,3.0,20,2,1.0
15102,590,0.0,5.87,104.0,4.47,50,2.0,20,2,1.0
15103,722,2.0,8.03,161.0,2.13,20,1.0,15,2,0.0
15104,2747,0.0,7.23,170.0,4.07,25,1.5,15,1,1.0
15105,17048,0.0,7.43,112.0,4.77,50,1.0,20,2,1.0
15106,477,2.0,5.99,80.0,2.93,25,1.5,15,1,1.0
15107,1394,2.0,7.89,110.0,3.51,50,1.0,20,4,1.0
15108,859,1.0,7.26,126.0,3.18,40,2.0,20,5,1.0
15109,1840,0.0,5.91,92.0,3.86,40,2.0,20,4,1.0
15110,1097,0.0,6.85,120.0,3.5,40,2.0,20,5,0.0
15111,943,0.0,7.88,284.0,4.79,50,1.0,20,5,0.0
15112,673,2.0,7.02,87.0,3.54,50,1.0,20,2,1.0
15113,933,1.0,6.71,111.0,3.83,25,1.5,15,1,1.0
15114,1219,0.0,4.83,91.0,4.18,25,1.0,20,5,0.0
15115,1859,1.0,6.35,81.0,3.87,50,2.0,15,4,1.0
15116,708,0.0,7.02,147.0,3.16,40,3.0,20,5,1.0
15117,1470,0.0,4.74,89.0,4.18,40,1.0,20,4,0.5
15118,1312,1.0,2.36,52.0,4.31,50,1.0,10,4,0.0
15119,1335,0.0,5.92,119.0,4.14,40,1.0,20,4,0.0
15120,1808,0.0,4.99,108.0,3.85,40,2.0,20,4,0.0
15121,1579,1.0,5.93,104.0,3.53,25,1.5,15,1,1.0
15122,226,0.0,5.81,87.0,3.55,20,1.0,20,1,1.0
15123,1251,0.0,7.52,114.0,4.76,50,1.0,20,4,0.0
15124,815,0.0,7.6,95.0,4.79,50,1.0,20,5,1.0
15125,153,0.0,5.9,80.0,4.19,25,1.5,15,1,1.0
15126,1731,1.0,6.07,116.0,4.14,50,1.0,20,4,0.0
15127,784,0.0,5.04,107.0,3.53,40,2.0,20,2,0.5
15128,4153,0.0,6.81,108.0,4.15,40,1.0,20,6,1.0
15129,1564,0.0,7.22,151.0,4.09,50,2.0,20,4,1.0
15130,8962,0.0,4.83,105.0,3.85,50,3.0,20,1,0.0
15131,400,1.0,4.94,114.0,3.52,40,1.0,20,5,0.0
15132,3003,0.0,6.76,118.0,4.45,25,1.5,15,1,1.0
15133,2418,1.0,5.96,117.0,2.89,40,2.0,20,6,1.0
15134,239,1.0,7.71,162.0,3.76,50,2.0,20,1,0.0
15135,2007,0.0,4.75,82.0,3.25,40,3.0,20,4,1.0
15136,910,0.0,6.25,96.0,4.79,25,1.5,15,1,1.0
15137,861,0.0,8.56,152.0,4.02,40,1.0,30,5,0.0
15138,604,0.0,6.07,144.0,2.85,10,1.0,20,2,0.0
15139,952,1.0,8.59,171.0,2.11,20,2.0,30,5,0.0
15140,926,1.0,7.99,157.0,3.76,50,2.0,20,2,0.0
15141,1179,0.0,7.57,99.0,3.84,50,3.0,20,5,0.0
15142,1327,1.0,4.98,97.0,2.92,20,1.0,20,4,1.0
15143,2466,0.0,8.04,192.0,3.03,20,2.0,30,6,1.0
15144,1162,1.0,7.15,113.0,3.51,50,2.0,20,4,0.0
15145,641,0.0,6.54,119.0,2.57,10,2.0,20,2,0.0
15146,361,1.0,6.96,115.0,2.26,25,1.5,15,1,1.0
15147,1672,0.0,6.73,83.0,3.24,40,3.0,20,4,0.0
15148,1810,0.0,6.23,86.0,2.61,40,3.0,20,4,1.0
15149,692,0.0,5.41,118.0,4.14,25,1.5,15,1,1.0
15150,223,0.0,8.83,176.0,2.73,20,2.0,30,1,1.0
15151,995,0.0,4.75,84.0,4.19,40,1.0,20,5,0.0
15152,1176,0.0,7.32,129.0,4.75,50,1.0,20,4,0.0
15153,873,0.0,8.33,153.0,4.33,50,2.0,30,2,0.0
15154,1432,1.0,4.27,88.0,2.93,40,2.0,20,4,1.0
15155,844,0.0,2.82,94.0,4.88,50,1.0,10,5,0.0
15156,646,0.0,6.17,102.0,4.16,50,2.0,20,5,0.0
15157,638,0.0,5.93,99.0,3.54,40,2.0,20,2,0.0
15158,2210,0.0,6.96,156.0,4.4,50,2.0,20,4,0.0
15159,565,1.0,7.65,116.0,3.19,50,3.0,20,5,0.0
15160,844,0.0,5.09,106.0,3.53,40,2.0,20,5,0.0
15161,1958,0.0,7.81,124.0,4.75,50,1.0,20,4,0.0
15162,601,1.0,7.71,159.0,1.88,10,2.0,20,2,0.0
15163,865,1.0,6.39,147.0,3.47,40,1.0,20,2,1.0
15164,774,3.0,6.24,119.0,1.0,10,1.0,20,2,1.0
15165,1725,0.0,6.28,84.0,2.61,25,1.5,15,1,1.0
15166,230,0.0,5.47,115.0,4.15,40,1.0,20,2,0.0
15167,404,0.0,5.41,84.0,4.19,25,1.5,15,1,1.0
15168,1255,0.0,6.79,90.0,4.17,40,1.0,20,5,0.0
15169,2177,0.0,8.06,151.0,4.65,50,1.0,30,4,0.0
15170,396,0.0,3.08,8.0,4.99,50,1.0,10,1,0.0
15171,599,0.0,5.77,92.0,4.49,50,2.0,20,2,0.0
15172,828,1.0,6.84,156.0,4.15,50,1.0,15,2,0.0
15173,1982,0.0,6.83,115.0,2.88,10,1.0,20,4,0.0
15174,458,0.0,6.98,80.0,3.55,40,2.0,20,1,0.0
15175,2220,1.0,7.4,83.0,2.61,20,2.0,20,4,0.0
15176,451,0.0,7.41,160.0,4.71,50,1.0,20,1,0.0
15177,1141,0.0,5.33,113.0,4.15,40,1.0,20,5,0.0
15178,1605,0.0,6.62,114.0,4.77,50,1.0,20,4,0.0
15179,2096,0.0,5.78,119.0,4.14,25,1.5,15,1,1.0
15180,172,0.0,6.64,155.0,4.72,25,1.5,15,1,1.0
15181,4088,2.0,6.58,94.0,2.6,40,2.0,20,6,0.0
15182,2039,0.0,6.39,95.0,4.42,50,2.0,30,4,0.0
15183,238,0.0,6.82,120.0,4.13,50,2.0,20,2,0.5
15184,260,0.0,7.26,87.0,4.17,25,1.5,15,1,1.0
15185,208,1.0,7.07,89.0,4.17,50,1.0,20,2,0.0
15186,1120,0.0,6.14,127.0,1.3,10,3.0,20,4,0.0
15187,1241,0.0,7.82,123.0,3.81,25,1.5,15,1,1.0
15188,124,0.0,6.13,165.0,4.08,25,1.5,15,1,1.0
15189,1498,0.0,6.34,148.0,4.41,50,2.0,20,3,0.5
15190,399,0.0,4.35,102.0,3.54,20,1.0,20,2,0.0
15191,111,0.0,5.82,105.0,4.16,40,1.0,20,2,1.0
15192,356,0.0,5.7,105.0,2.9,20,2.0,20,2,0.0
15193,641,0.0,6.27,133.0,4.75,50,1.0,20,2,0.0
15194,800,1.0,6.61,92.0,3.54,50,2.0,20,2,0.0
15195,1434,1.0,6.56,124.0,4.13,50,1.0,20,4,0.0
15196,552,0.0,5.67,100.0,4.79,50,1.0,20,2,0.0
15197,491,0.0,5.4,116.0,4.15,40,1.0,20,5,0.0
15198,26314,1.0,5.93,97.0,3.23,40,2.0,20,4,0.0
15199,421,0.0,5.55,93.0,4.8,50,1.0,20,2,1.0
15200,242,1.0,8.66,125.0,2.17,20,2.0,30,2,0.0
15201,743,0.0,6.03,82.0,4.81,50,2.0,20,5,0.0
15202,747,0.0,4.24,103.0,3.86,40,2.0,20,5,0.0
15203,254,0.0,3.55,47.0,2.74,10,2.0,10,2,0.0
15204,448,0.0,6.82,870.0,2.52,10,2.0,20,1,0.5
15205,277,0.0,1.93,59.0,4.93,25,1.5,15,1,1.0
15206,638,2.0,6.9,160.0,2.83,40,1.0,15,2,1.0
15207,371,1.0,6.53,148.0,1.9,10,2.0,20,2,0.0
15208,476,2.0,7.01,109.0,3.52,50,1.0,20,5,1.0
15209,176,3.0,5.31,83.0,1.36,25,1.5,15,1,1.0
15210,122,2.0,6.16,81.0,3.56,50,1.0,20,2,0.0
15211,591,1.0,8.44,728.0,1.49,10,2.0,30,2,0.0
15212,1291,0.0,7.35,161.0,4.08,40,1.0,20,5,0.0
15213,196,0.0,5.31,89.0,2.93,20,2.0,20,2,0.0
15214,1923,0.0,6.38,861.0,4.13,50,2.0,20,6,0.0
15215,2875,1.0,4.83,85.0,3.25,40,2.0,20,6,0.0
15216,1730,1.0,5.33,97.0,3.23,40,2.0,15,4,0.0
15217,1040,0.0,6.43,80.0,3.56,40,2.0,20,5,0.0
15218,1770,3.0,3.65,11.0,2.78,50,2.0,10,4,0.0
15219,1017,1.0,4.45,98.0,3.55,40,1.0,20,5,0.0
15220,2925,0.0,6.96,138.0,4.42,25,1.5,15,1,1.0
15221,1332,0.0,5.92,106.0,3.21,20,2.0,20,4,0.0
15222,2224,1.0,8.05,199.0,2.71,20,1.0,30,4,0.0
15223,749,0.0,6.53,101.0,4.16,50,2.0,20,2,0.0
